file,suite,backbone,seed,dataset,variant,method_label,method_canonical,checkpoint_selection,checkpoint_round,rmse_avg,rmse_worst,mae_avg,mae_worst,rmse_micro,final_rmse_avg,final_rmse_worst,uplink_mb,runtime_sec_total,failure_mode,failure_rate,valid_return_rate,failed_return_rate,wasted_assigned_step_ratio,returned_assigned_step_ratio,empty_return_rounds,num_parameters,trainable_parameters
results\fgcs_revision\ablation\gru\seed_0\ETTm1\hetero_h4\metrics_CoRA-Core_ETTm1_hetero_h4.json,ablation,gru,0,ETTm1,hetero_h4,CoRA-Core,cora_core,best_val_rmse_avg,50,0.2985148895089761,0.5137940008478833,0.19942111762244344,0.32645728493338894,0.30772777567889803,0.2985148895089761,0.5137940008478833,120.70236206054688,81.75901590002468,none,0.0,1.0,0.0,0.0,1.0,0.0,40775.0,40775.0
results\fgcs_revision\ablation\gru\seed_0\ETTm1\hetero_h4\metrics_CoRA-StepAlloc_ETTm1_hetero_h4.json,ablation,gru,0,ETTm1,hetero_h4,CoRA-StepAlloc,cora_stepalloc,best_val_rmse_avg,50,0.29853896134984687,0.5140555260311727,0.19944238508513495,0.32843700281233784,0.30802273822986526,0.29853896134984687,0.5140555260311727,120.70236206054688,79.35731480002869,none,0.0,1.0,0.0,0.0,1.0,0.0,40775.0,40775.0
results\fgcs_revision\ablation\gru\seed_0\ETTm1\hetero_h4\metrics_NoEMA_ETTm1_hetero_h4.json,ablation,gru,0,ETTm1,hetero_h4,NoEMA,cora_core,best_val_rmse_avg,50,0.29864187945935294,0.5120600907121685,0.19973290950219708,0.3247083773796646,0.30761520755589156,0.29864187945935294,0.5120600907121685,120.70236206054688,79.711512400012,none,0.0,1.0,0.0,0.0,1.0,0.0,40775.0,40775.0
results\fgcs_revision\ablation\gru\seed_0\ETTm1\hetero_h4\metrics_NoRefresh_ETTm1_hetero_h4.json,ablation,gru,0,ETTm1,hetero_h4,NoRefresh,cora_core,best_val_rmse_avg,50,0.3001732151764375,0.5119658627934291,0.200860337459499,0.34350155493769075,0.3092620559834023,0.3001732151764375,0.5119658627934291,111.99188232421875,78.20815110002877,none,0.0,1.0,0.0,0.0,1.0,0.0,40775.0,40775.0
results\fgcs_revision\ablation\gru\seed_0\ETTm1\hetero_h4\metrics_NoWarmup_ETTm1_hetero_h4.json,ablation,gru,0,ETTm1,hetero_h4,NoWarmup,cora_core,best_val_rmse_avg,50,0.2979322925703873,0.5150617555446035,0.199151512396117,0.3309284821951487,0.30743862765901525,0.2979322925703873,0.5150617555446035,105.77011108398438,73.25225499999942,none,0.0,1.0,0.0,0.0,1.0,0.0,40775.0,40775.0
results\fgcs_revision\ablation\gru\seed_0\ETTm1\hetero_h4\metrics_Random_ETTm1_hetero_h4.json,ablation,gru,0,ETTm1,hetero_h4,Random,random,best_val_rmse_avg,50,0.2982998576703777,0.5173098351291058,0.19905640505546165,0.3501003551460564,0.30828039473113406,0.2982998576703777,0.5173098351291058,120.70236206054688,82.5561017,none,0.0,1.0,0.0,0.0,1.0,0.0,40775.0,40775.0
results\fgcs_revision\ablation\gru\seed_0\ETTm1\hetero_h4\metrics_Top-m_ETTm1_hetero_h4.json,ablation,gru,0,ETTm1,hetero_h4,Top-m,cora_topk,best_val_rmse_avg,50,0.30117088969514877,0.5068486839022203,0.202743501457089,0.3117188851878608,0.3082056590908077,0.30117088969514877,0.5068486839022203,120.70236206054688,84.46152980002807,none,0.0,1.0,0.0,0.0,1.0,0.0,40775.0,40775.0
results\fgcs_revision\ablation\gru\seed_0\ETTm1\mcar_p70\metrics_CoRA-Core_ETTm1_mcar_p70.json,ablation,gru,0,ETTm1,mcar_p70,CoRA-Core,cora_core,best_val_rmse_avg,50,0.4098367348613873,0.7131747253086066,0.29483173307457394,0.49062223711036146,0.42650520980594586,0.4098367348613873,0.7131747253086066,120.70236206054688,84.05561079998733,none,0.0,1.0,0.0,0.0,1.0,0.0,40775.0,40775.0
results\fgcs_revision\ablation\gru\seed_0\ETTm1\mcar_p70\metrics_CoRA-StepAlloc_ETTm1_mcar_p70.json,ablation,gru,0,ETTm1,mcar_p70,CoRA-StepAlloc,cora_stepalloc,best_val_rmse_avg,50,0.4106966223134757,0.7190823950043658,0.2955169549560745,0.49406076456338915,0.4278889174336747,0.4106966223134757,0.7190823950043658,120.70236206054688,81.93630399997346,none,0.0,1.0,0.0,0.0,1.0,0.0,40775.0,40775.0
results\fgcs_revision\ablation\gru\seed_0\ETTm1\mcar_p70\metrics_Random_ETTm1_mcar_p70.json,ablation,gru,0,ETTm1,mcar_p70,Random,random,best_val_rmse_avg,50,0.4106004238049854,0.739642100498767,0.29593909952799574,0.5066006191553584,0.42885977407816045,0.4106004238049854,0.739642100498767,120.70236206054688,83.54518269997789,none,0.0,1.0,0.0,0.0,1.0,0.0,40775.0,40775.0
results\fgcs_revision\ablation\gru\seed_0\ETTm1\mcar_p70\metrics_Top-m_ETTm1_mcar_p70.json,ablation,gru,0,ETTm1,mcar_p70,Top-m,cora_topk,best_val_rmse_avg,50,0.4133825266555261,0.6633016422837388,0.2998292500195913,0.4756410776515632,0.42767777121400297,0.4133825266555261,0.6633016422837388,120.70236206054688,83.82572900003288,none,0.0,1.0,0.0,0.0,1.0,0.0,40775.0,40775.0
results\fgcs_revision\ablation\gru\seed_1\ETTm1\hetero_h4\metrics_CoRA-Core_ETTm1_hetero_h4.json,ablation,gru,1,ETTm1,hetero_h4,CoRA-Core,cora_core,best_val_rmse_avg,50,0.2952722645933953,0.5142986771434581,0.19872679266351403,0.3254913907224522,0.30570740182015704,0.2952722645933953,0.5142986771434581,120.70236206054688,80.07343509997008,none,0.0,1.0,0.0,0.0,1.0,0.0,40775.0,40775.0
results\fgcs_revision\ablation\gru\seed_1\ETTm1\hetero_h4\metrics_CoRA-StepAlloc_ETTm1_hetero_h4.json,ablation,gru,1,ETTm1,hetero_h4,CoRA-StepAlloc,cora_stepalloc,best_val_rmse_avg,50,0.29538478427959286,0.5144028572419878,0.19870623143469685,0.3271986823362679,0.30604272733447024,0.29538478427959286,0.5144028572419878,120.70236206054688,83.11273370002164,none,0.0,1.0,0.0,0.0,1.0,0.0,40775.0,40775.0
results\fgcs_revision\ablation\gru\seed_1\ETTm1\hetero_h4\metrics_NoEMA_ETTm1_hetero_h4.json,ablation,gru,1,ETTm1,hetero_h4,NoEMA,cora_core,best_val_rmse_avg,50,0.29525153101071744,0.5139183908964293,0.19876320476623188,0.3242606279398573,0.3054947437043125,0.29525153101071744,0.5139183908964293,120.70236206054688,85.75461340002948,none,0.0,1.0,0.0,0.0,1.0,0.0,40775.0,40775.0
results\fgcs_revision\ablation\gru\seed_1\ETTm1\hetero_h4\metrics_NoRefresh_ETTm1_hetero_h4.json,ablation,gru,1,ETTm1,hetero_h4,NoRefresh,cora_core,best_val_rmse_avg,50,0.2975884109680716,0.5116009398516909,0.20070433396429102,0.32621416400147174,0.30742455165950683,0.2975884109680716,0.5116009398516909,111.99188232421875,75.73311610001838,none,0.0,1.0,0.0,0.0,1.0,0.0,40775.0,40775.0
results\fgcs_revision\ablation\gru\seed_1\ETTm1\hetero_h4\metrics_NoWarmup_ETTm1_hetero_h4.json,ablation,gru,1,ETTm1,hetero_h4,NoWarmup,cora_core,best_val_rmse_avg,50,0.294683694621538,0.5148936468249713,0.1990809476057414,0.32481681200146695,0.3050373782357269,0.294683694621538,0.5148936468249713,105.77011108398438,73.67056189995492,none,0.0,1.0,0.0,0.0,1.0,0.0,40775.0,40775.0
results\fgcs_revision\ablation\gru\seed_1\ETTm1\hetero_h4\metrics_Random_ETTm1_hetero_h4.json,ablation,gru,1,ETTm1,hetero_h4,Random,random,best_val_rmse_avg,50,0.29623767261512945,0.5195716610880329,0.19952106590919477,0.33292280778877537,0.30739097983996005,0.29623767261512945,0.5195716610880329,120.70236206054688,82.95896740001626,none,0.0,1.0,0.0,0.0,1.0,0.0,40775.0,40775.0
results\fgcs_revision\ablation\gru\seed_1\ETTm1\hetero_h4\metrics_Top-m_ETTm1_hetero_h4.json,ablation,gru,1,ETTm1,hetero_h4,Top-m,cora_topk,best_val_rmse_avg,50,0.29907983374880565,0.5223754330327168,0.20424563844682658,0.3248725513172065,0.30800817870655994,0.29907983374880565,0.5223754330327168,120.70236206054688,83.36222529999213,none,0.0,1.0,0.0,0.0,1.0,0.0,40775.0,40775.0
results\fgcs_revision\ablation\gru\seed_1\ETTm1\mcar_p70\metrics_CoRA-Core_ETTm1_mcar_p70.json,ablation,gru,1,ETTm1,mcar_p70,CoRA-Core,cora_core,best_val_rmse_avg,50,0.4137476602715101,0.7305070448072126,0.29864382877538076,0.5116801752860335,0.4300062986029709,0.4137476602715101,0.7305070448072126,120.70236206054688,81.25592349999351,none,0.0,1.0,0.0,0.0,1.0,0.0,40775.0,40775.0
results\fgcs_revision\ablation\gru\seed_1\ETTm1\mcar_p70\metrics_CoRA-StepAlloc_ETTm1_mcar_p70.json,ablation,gru,1,ETTm1,mcar_p70,CoRA-StepAlloc,cora_stepalloc,best_val_rmse_avg,50,0.4147709497301939,0.7378040695974931,0.2993675090864276,0.5150522662444897,0.4312725671073377,0.4147709497301939,0.7378040695974931,120.70236206054688,83.09420479997061,none,0.0,1.0,0.0,0.0,1.0,0.0,40775.0,40775.0
results\fgcs_revision\ablation\gru\seed_1\ETTm1\mcar_p70\metrics_Random_ETTm1_mcar_p70.json,ablation,gru,1,ETTm1,mcar_p70,Random,random,best_val_rmse_avg,50,0.4169000223627811,0.752263061823079,0.30067434945530835,0.526197764651613,0.4349599208388507,0.4169000223627811,0.752263061823079,120.70236206054688,85.27831460000016,none,0.0,1.0,0.0,0.0,1.0,0.0,40775.0,40775.0
results\fgcs_revision\ablation\gru\seed_1\ETTm1\mcar_p70\metrics_Top-m_ETTm1_mcar_p70.json,ablation,gru,1,ETTm1,mcar_p70,Top-m,cora_topk,best_val_rmse_avg,50,0.4237082723854022,0.7233070915681543,0.30803149000887764,0.515561747736396,0.43814108330443624,0.4237082723854022,0.7233070915681543,120.70236206054688,79.68913949996931,none,0.0,1.0,0.0,0.0,1.0,0.0,40775.0,40775.0
results\fgcs_revision\ablation\gru\seed_2\ETTm1\hetero_h4\metrics_CoRA-Core_ETTm1_hetero_h4.json,ablation,gru,2,ETTm1,hetero_h4,CoRA-Core,cora_core,best_val_rmse_avg,50,0.2953679491941342,0.49761839481743186,0.196884162000657,0.33741532823081316,0.3050160504618928,0.2953679491941342,0.49761839481743186,120.70236206054688,100.56787929998245,none,0.0,1.0,0.0,0.0,1.0,0.0,40775.0,40775.0
results\fgcs_revision\ablation\gru\seed_2\ETTm1\hetero_h4\metrics_CoRA-StepAlloc_ETTm1_hetero_h4.json,ablation,gru,2,ETTm1,hetero_h4,CoRA-StepAlloc,cora_stepalloc,best_val_rmse_avg,50,0.295596460495689,0.4975222081708958,0.19692298467083355,0.339676200287806,0.3056001703986686,0.295596460495689,0.4975222081708958,120.70236206054688,115.48547909996705,none,0.0,1.0,0.0,0.0,1.0,0.0,40775.0,40775.0
results\fgcs_revision\ablation\gru\seed_2\ETTm1\hetero_h4\metrics_NoEMA_ETTm1_hetero_h4.json,ablation,gru,2,ETTm1,hetero_h4,NoEMA,cora_core,best_val_rmse_avg,50,0.29532633100175837,0.49694788998896655,0.19709678506430867,0.334674125744736,0.3047767895441291,0.29532633100175837,0.49694788998896655,120.70236206054688,117.0772329000174,none,0.0,1.0,0.0,0.0,1.0,0.0,40775.0,40775.0
results\fgcs_revision\ablation\gru\seed_2\ETTm1\hetero_h4\metrics_NoRefresh_ETTm1_hetero_h4.json,ablation,gru,2,ETTm1,hetero_h4,NoRefresh,cora_core,best_val_rmse_avg,50,0.2992953886678507,0.4956638945959083,0.2023517562166611,0.32921794152925854,0.30662005272665815,0.2992953886678507,0.4956638945959083,111.99188232421875,106.3961205999949,none,0.0,1.0,0.0,0.0,1.0,0.0,40775.0,40775.0
results\fgcs_revision\ablation\gru\seed_2\ETTm1\hetero_h4\metrics_NoWarmup_ETTm1_hetero_h4.json,ablation,gru,2,ETTm1,hetero_h4,NoWarmup,cora_core,best_val_rmse_avg,50,0.2953486184960728,0.49461251430205927,0.1973616238308528,0.3385551698984788,0.304664282987966,0.2953486184960728,0.49461251430205927,105.77011108398438,103.03477870003553,none,0.0,1.0,0.0,0.0,1.0,0.0,40775.0,40775.0
results\fgcs_revision\ablation\gru\seed_2\ETTm1\hetero_h4\metrics_Random_ETTm1_hetero_h4.json,ablation,gru,2,ETTm1,hetero_h4,Random,random,best_val_rmse_avg,50,0.294403532837312,0.4976951311624916,0.19592452241545116,0.3516072197407282,0.304163459821139,0.294403532837312,0.4976951311624916,120.70236206054688,96.71604080003453,none,0.0,1.0,0.0,0.0,1.0,0.0,40775.0,40775.0
results\fgcs_revision\ablation\gru\seed_2\ETTm1\hetero_h4\metrics_Top-m_ETTm1_hetero_h4.json,ablation,gru,2,ETTm1,hetero_h4,Top-m,cora_topk,best_val_rmse_avg,50,0.29731301816245526,0.4907150815130399,0.19912034256733296,0.3034138749676109,0.3042551840487459,0.29731301816245526,0.4907150815130399,120.70236206054688,118.98882840003353,none,0.0,1.0,0.0,0.0,1.0,0.0,40775.0,40775.0
results\fgcs_revision\ablation\gru\seed_2\ETTm1\mcar_p70\metrics_CoRA-Core_ETTm1_mcar_p70.json,ablation,gru,2,ETTm1,mcar_p70,CoRA-Core,cora_core,best_val_rmse_avg,50,0.40765169580615074,0.7163644330296092,0.2902749844992623,0.48966197995178257,0.42357748876228646,0.40765169580615074,0.7163644330296092,120.70236206054688,113.30970019998495,none,0.0,1.0,0.0,0.0,1.0,0.0,40775.0,40775.0
results\fgcs_revision\ablation\gru\seed_2\ETTm1\mcar_p70\metrics_CoRA-StepAlloc_ETTm1_mcar_p70.json,ablation,gru,2,ETTm1,mcar_p70,CoRA-StepAlloc,cora_stepalloc,best_val_rmse_avg,50,0.4065497598690624,0.7144996892663399,0.289865691691067,0.4902898858455976,0.4223204520564284,0.4065497598690624,0.7144996892663399,120.70236206054688,120.25440500001423,none,0.0,1.0,0.0,0.0,1.0,0.0,40775.0,40775.0
results\fgcs_revision\ablation\gru\seed_2\ETTm1\mcar_p70\metrics_Random_ETTm1_mcar_p70.json,ablation,gru,2,ETTm1,mcar_p70,Random,random,best_val_rmse_avg,50,0.4097049576347501,0.7435941834705181,0.29257509742458854,0.5044702289811119,0.4273605859167098,0.4097049576347501,0.7435941834705181,120.70236206054688,120.95447050000075,none,0.0,1.0,0.0,0.0,1.0,0.0,40775.0,40775.0
results\fgcs_revision\ablation\gru\seed_2\ETTm1\mcar_p70\metrics_Top-m_ETTm1_mcar_p70.json,ablation,gru,2,ETTm1,mcar_p70,Top-m,cora_topk,best_val_rmse_avg,50,0.4154176325539904,0.6601152734209507,0.2966135703087484,0.45775949933906046,0.42933019243540504,0.4154176325539904,0.6601152734209507,120.70236206054688,117.58819509996101,none,0.0,1.0,0.0,0.0,1.0,0.0,40775.0,40775.0
results\fgcs_revision\ablation\gru\seed_3\ETTm1\hetero_h4\metrics_CoRA-Core_ETTm1_hetero_h4.json,ablation,gru,3,ETTm1,hetero_h4,CoRA-Core,cora_core,best_val_rmse_avg,50,0.2969262432954604,0.48894300893737375,0.19897536360177331,0.30565124124054593,0.3044527092696401,0.2969262432954604,0.48894300893737375,120.70236206054688,120.435839999991,none,0.0,1.0,0.0,0.0,1.0,0.0,40775.0,40775.0
results\fgcs_revision\ablation\gru\seed_3\ETTm1\hetero_h4\metrics_CoRA-StepAlloc_ETTm1_hetero_h4.json,ablation,gru,3,ETTm1,hetero_h4,CoRA-StepAlloc,cora_stepalloc,best_val_rmse_avg,50,0.29731606501843444,0.4896914210505308,0.1991387024218309,0.30907131376304625,0.3052781321868622,0.29731606501843444,0.4896914210505308,120.70236206054688,118.234031400003,none,0.0,1.0,0.0,0.0,1.0,0.0,40775.0,40775.0
results\fgcs_revision\ablation\gru\seed_3\ETTm1\hetero_h4\metrics_NoEMA_ETTm1_hetero_h4.json,ablation,gru,3,ETTm1,hetero_h4,NoEMA,cora_core,best_val_rmse_avg,50,0.2963587322812607,0.48893369732756653,0.19856250143204943,0.3046871808064507,0.3038552845688485,0.2963587322812607,0.48893369732756653,120.70236206054688,118.16998000000603,none,0.0,1.0,0.0,0.0,1.0,0.0,40775.0,40775.0
results\fgcs_revision\ablation\gru\seed_3\ETTm1\hetero_h4\metrics_NoRefresh_ETTm1_hetero_h4.json,ablation,gru,3,ETTm1,hetero_h4,NoRefresh,cora_core,best_val_rmse_avg,50,0.3011359037858907,0.4889412030632722,0.2018985240564442,0.31219907528829716,0.30857843620849684,0.3011359037858907,0.4889412030632722,111.99188232421875,112.91786740004318,none,0.0,1.0,0.0,0.0,1.0,0.0,40775.0,40775.0
results\fgcs_revision\ablation\gru\seed_3\ETTm1\hetero_h4\metrics_NoWarmup_ETTm1_hetero_h4.json,ablation,gru,3,ETTm1,hetero_h4,NoWarmup,cora_core,best_val_rmse_avg,50,0.2945990105025442,0.48111002717643425,0.19696621579512602,0.3016105398510364,0.30136253044003314,0.2945990105025442,0.48111002717643425,105.77011108398438,105.33026860002428,none,0.0,1.0,0.0,0.0,1.0,0.0,40775.0,40775.0
results\fgcs_revision\ablation\gru\seed_3\ETTm1\hetero_h4\metrics_Random_ETTm1_hetero_h4.json,ablation,gru,3,ETTm1,hetero_h4,Random,random,best_val_rmse_avg,50,0.29844288179254375,0.49126958636046647,0.20023314691308527,0.31772454630314706,0.3070806750097814,0.29844288179254375,0.49126958636046647,120.70236206054688,116.65082849998726,none,0.0,1.0,0.0,0.0,1.0,0.0,40775.0,40775.0
results\fgcs_revision\ablation\gru\seed_3\ETTm1\hetero_h4\metrics_Top-m_ETTm1_hetero_h4.json,ablation,gru,3,ETTm1,hetero_h4,Top-m,cora_topk,best_val_rmse_avg,50,0.298849430013135,0.48104831218844324,0.20186640991896138,0.3016551313036281,0.30439162225260913,0.298849430013135,0.48104831218844324,120.70236206054688,119.75233769998886,none,0.0,1.0,0.0,0.0,1.0,0.0,40775.0,40775.0
results\fgcs_revision\ablation\gru\seed_3\ETTm1\mcar_p70\metrics_CoRA-Core_ETTm1_mcar_p70.json,ablation,gru,3,ETTm1,mcar_p70,CoRA-Core,cora_core,best_val_rmse_avg,50,0.413567152297444,0.6791919703145141,0.2977261471695056,0.47239649209960904,0.428329786520529,0.413567152297444,0.6791919703145141,120.70236206054688,120.77838739997242,none,0.0,1.0,0.0,0.0,1.0,0.0,40775.0,40775.0
results\fgcs_revision\ablation\gru\seed_3\ETTm1\mcar_p70\metrics_CoRA-StepAlloc_ETTm1_mcar_p70.json,ablation,gru,3,ETTm1,mcar_p70,CoRA-StepAlloc,cora_stepalloc,best_val_rmse_avg,50,0.4140795327506255,0.6926334532693947,0.29814394911138303,0.48009586741789234,0.42958738911511135,0.4140795327506255,0.6926334532693947,120.70236206054688,121.0112229999504,none,0.0,1.0,0.0,0.0,1.0,0.0,40775.0,40775.0
results\fgcs_revision\ablation\gru\seed_3\ETTm1\mcar_p70\metrics_Random_ETTm1_mcar_p70.json,ablation,gru,3,ETTm1,mcar_p70,Random,random,best_val_rmse_avg,50,0.41380070294734217,0.74052548924161,0.2963457415139037,0.5106088192943069,0.4312764324358057,0.41380070294734217,0.74052548924161,120.70236206054688,119.2332013999694,none,0.0,1.0,0.0,0.0,1.0,0.0,40775.0,40775.0
results\fgcs_revision\ablation\gru\seed_3\ETTm1\mcar_p70\metrics_Top-m_ETTm1_mcar_p70.json,ablation,gru,3,ETTm1,mcar_p70,Top-m,cora_topk,best_val_rmse_avg,50,0.4126525981031814,0.6427270588976021,0.29869434878809475,0.4532339182469609,0.42511564179847733,0.4126525981031814,0.6427270588976021,120.70236206054688,122.11243950005155,none,0.0,1.0,0.0,0.0,1.0,0.0,40775.0,40775.0
results\fgcs_revision\ablation\gru\seed_4\ETTm1\hetero_h4\metrics_CoRA-Core_ETTm1_hetero_h4.json,ablation,gru,4,ETTm1,hetero_h4,CoRA-Core,cora_core,best_val_rmse_avg,50,0.2929016467986325,0.4730670755437289,0.19745488336672493,0.3161385882668308,0.3015036786986693,0.2929016467986325,0.4730670755437289,120.70236206054688,82.51918679999653,none,0.0,1.0,0.0,0.0,1.0,0.0,40775.0,40775.0
results\fgcs_revision\ablation\gru\seed_4\ETTm1\hetero_h4\metrics_CoRA-StepAlloc_ETTm1_hetero_h4.json,ablation,gru,4,ETTm1,hetero_h4,CoRA-StepAlloc,cora_stepalloc,best_val_rmse_avg,50,0.2932478231428692,0.4780317097798715,0.19757855304216881,0.31661279488048477,0.30210761145032394,0.2932478231428692,0.4780317097798715,120.70236206054688,78.87054020003416,none,0.0,1.0,0.0,0.0,1.0,0.0,40775.0,40775.0
results\fgcs_revision\ablation\gru\seed_4\ETTm1\hetero_h4\metrics_NoEMA_ETTm1_hetero_h4.json,ablation,gru,4,ETTm1,hetero_h4,NoEMA,cora_core,best_val_rmse_avg,50,0.29310130741263635,0.47450091559273677,0.19735556519107983,0.31037641627924384,0.30163463084391645,0.29310130741263635,0.47450091559273677,120.70236206054688,81.36003579996759,none,0.0,1.0,0.0,0.0,1.0,0.0,40775.0,40775.0
results\fgcs_revision\ablation\gru\seed_4\ETTm1\hetero_h4\metrics_NoRefresh_ETTm1_hetero_h4.json,ablation,gru,4,ETTm1,hetero_h4,NoRefresh,cora_core,best_val_rmse_avg,50,0.30149194457917433,0.4816352305722624,0.20454921008993274,0.3109419049593674,0.3078525839891495,0.30149194457917433,0.4816352305722624,111.99188232421875,75.130333899986,none,0.0,1.0,0.0,0.0,1.0,0.0,40775.0,40775.0
results\fgcs_revision\ablation\gru\seed_4\ETTm1\hetero_h4\metrics_NoWarmup_ETTm1_hetero_h4.json,ablation,gru,4,ETTm1,hetero_h4,NoWarmup,cora_core,best_val_rmse_avg,50,0.2926129043492614,0.47561129926641493,0.19680827097375347,0.31998911484312526,0.3013619342170778,0.2926129043492614,0.47561129926641493,105.77011108398438,71.03717180003878,none,0.0,1.0,0.0,0.0,1.0,0.0,40775.0,40775.0
results\fgcs_revision\ablation\gru\seed_4\ETTm1\hetero_h4\metrics_Random_ETTm1_hetero_h4.json,ablation,gru,4,ETTm1,hetero_h4,Random,random,best_val_rmse_avg,50,0.2935628318034795,0.502471999615312,0.19727823713827772,0.32762547885149995,0.3041993775358216,0.2935628318034795,0.502471999615312,120.70236206054688,121.23591190000298,none,0.0,1.0,0.0,0.0,1.0,0.0,40775.0,40775.0
results\fgcs_revision\ablation\gru\seed_4\ETTm1\hetero_h4\metrics_Top-m_ETTm1_hetero_h4.json,ablation,gru,4,ETTm1,hetero_h4,Top-m,cora_topk,best_val_rmse_avg,50,0.2954155234053955,0.4670782643074401,0.1995303096668382,0.295737236160439,0.30141793830113706,0.2954155234053955,0.4670782643074401,120.70236206054688,88.76926649996312,none,0.0,1.0,0.0,0.0,1.0,0.0,40775.0,40775.0
results\fgcs_revision\ablation\gru\seed_4\ETTm1\mcar_p70\metrics_CoRA-Core_ETTm1_mcar_p70.json,ablation,gru,4,ETTm1,mcar_p70,CoRA-Core,cora_core,best_val_rmse_avg,50,0.40183885200055175,0.6858934921353594,0.2910445658612263,0.49496241717187867,0.4148500003229152,0.40183885200055175,0.6858934921353594,120.70236206054688,82.07893590000458,none,0.0,1.0,0.0,0.0,1.0,0.0,40775.0,40775.0
results\fgcs_revision\ablation\gru\seed_4\ETTm1\mcar_p70\metrics_CoRA-StepAlloc_ETTm1_mcar_p70.json,ablation,gru,4,ETTm1,mcar_p70,CoRA-StepAlloc,cora_stepalloc,best_val_rmse_avg,50,0.40231449305326034,0.6897299211099883,0.29143366443940477,0.49702397400647513,0.41553929826385294,0.40231449305326034,0.6897299211099883,120.70236206054688,83.80645350000123,none,0.0,1.0,0.0,0.0,1.0,0.0,40775.0,40775.0
results\fgcs_revision\ablation\gru\seed_4\ETTm1\mcar_p70\metrics_Random_ETTm1_mcar_p70.json,ablation,gru,4,ETTm1,mcar_p70,Random,random,best_val_rmse_avg,50,0.4036877164351315,0.7133943985436318,0.2929134709147909,0.5100963333064572,0.4191319145121262,0.4036877164351315,0.7133943985436318,120.70236206054688,80.72430299996631,none,0.0,1.0,0.0,0.0,1.0,0.0,40775.0,40775.0
results\fgcs_revision\ablation\gru\seed_4\ETTm1\mcar_p70\metrics_Top-m_ETTm1_mcar_p70.json,ablation,gru,4,ETTm1,mcar_p70,Top-m,cora_topk,best_val_rmse_avg,50,0.4063851422195368,0.6696554628282106,0.2946491935242132,0.47751517419431266,0.4180490071213673,0.4063851422195368,0.6696554628282106,120.70236206054688,88.01488909998443,none,0.0,1.0,0.0,0.0,1.0,0.0,40775.0,40775.0
results\fgcs_revision\ablation\gru\seed_5\ETTm1\hetero_h4\metrics_CoRA-Core_ETTm1_hetero_h4.json,ablation,gru,5,ETTm1,hetero_h4,CoRA-Core,cora_core,best_val_rmse_avg,50,0.29301471931692624,0.5091469306093822,0.19458488245186276,0.29550373242629613,0.3008912218790895,0.29301471931692624,0.5091469306093822,120.70236206054688,101.38140630000271,none,0.0,1.0,0.0,0.0,1.0,0.0,40775.0,40775.0
results\fgcs_revision\ablation\gru\seed_5\ETTm1\hetero_h4\metrics_CoRA-StepAlloc_ETTm1_hetero_h4.json,ablation,gru,5,ETTm1,hetero_h4,CoRA-StepAlloc,cora_stepalloc,best_val_rmse_avg,50,0.2932149008344964,0.5096247252528773,0.19451290961149387,0.2965915724126557,0.3013965441172757,0.2932149008344964,0.5096247252528773,120.70236206054688,116.13418290001573,none,0.0,1.0,0.0,0.0,1.0,0.0,40775.0,40775.0
results\fgcs_revision\ablation\gru\seed_5\ETTm1\hetero_h4\metrics_NoEMA_ETTm1_hetero_h4.json,ablation,gru,5,ETTm1,hetero_h4,NoEMA,cora_core,best_val_rmse_avg,50,0.2930218384072917,0.5095113907975297,0.19443083300627698,0.29841592807914036,0.30116624361132005,0.2930218384072917,0.5095113907975297,120.70236206054688,102.29778839997016,none,0.0,1.0,0.0,0.0,1.0,0.0,40775.0,40775.0
results\fgcs_revision\ablation\gru\seed_5\ETTm1\hetero_h4\metrics_NoRefresh_ETTm1_hetero_h4.json,ablation,gru,5,ETTm1,hetero_h4,NoRefresh,cora_core,best_val_rmse_avg,45,0.30232594186033157,0.5114917385713668,0.20181157544188127,0.284929225656084,0.3081970659693288,0.30308048005751687,0.5119148479940696,111.99188232421875,107.59990729996935,none,0.0,1.0,0.0,0.0,1.0,0.0,40775.0,40775.0
results\fgcs_revision\ablation\gru\seed_5\ETTm1\hetero_h4\metrics_NoWarmup_ETTm1_hetero_h4.json,ablation,gru,5,ETTm1,hetero_h4,NoWarmup,cora_core,best_val_rmse_avg,50,0.292729503954928,0.5040771426214818,0.19434151595469104,0.29534664985769477,0.3006569807957701,0.292729503954928,0.5040771426214818,105.77011108398438,104.58075409999583,none,0.0,1.0,0.0,0.0,1.0,0.0,40775.0,40775.0
results\fgcs_revision\ablation\gru\seed_5\ETTm1\hetero_h4\metrics_Random_ETTm1_hetero_h4.json,ablation,gru,5,ETTm1,hetero_h4,Random,random,best_val_rmse_avg,50,0.29356954484605,0.5119654855235556,0.1951030590687652,0.3054149077842454,0.30254041050301955,0.29356954484605,0.5119654855235556,120.70236206054688,113.38706209999509,none,0.0,1.0,0.0,0.0,1.0,0.0,40775.0,40775.0
results\fgcs_revision\ablation\gru\seed_5\ETTm1\hetero_h4\metrics_Top-m_ETTm1_hetero_h4.json,ablation,gru,5,ETTm1,hetero_h4,Top-m,cora_topk,best_val_rmse_avg,50,0.2968283951156899,0.5101796082099489,0.19852095794096977,0.2932579852510249,0.3038464055400709,0.2968283951156899,0.5101796082099489,120.70236206054688,100.13494499999797,none,0.0,1.0,0.0,0.0,1.0,0.0,40775.0,40775.0
