suite,backbone,dataset,variant,method_label,failure_mode,failure_rate,rmse_avg_mean,rmse_avg_std,rmse_avg_n,rmse_worst_mean,rmse_worst_std,rmse_worst_n,mae_avg_mean,mae_avg_std,mae_avg_n,mae_worst_mean,mae_worst_std,mae_worst_n,uplink_mb_mean,uplink_mb_std,uplink_mb_n,runtime_sec_total_mean,runtime_sec_total_std,runtime_sec_total_n,valid_return_rate_mean,valid_return_rate_std,valid_return_rate_n,wasted_assigned_step_ratio_mean,wasted_assigned_step_ratio_std,wasted_assigned_step_ratio_n,returned_assigned_step_ratio_mean,returned_assigned_step_ratio_std,returned_assigned_step_ratio_n,empty_return_rounds_mean,empty_return_rounds_std,empty_return_rounds_n,num_parameters_mean,num_parameters_std,num_parameters_n
failure,gru,ETTm1,mcar_p10,CoRA-Core,score_correlated,0.05,0.24822662584525185,0.0026898965030047214,10,0.4537106012182309,0.01678001529038787,10,0.16452314074396035,0.001822340737774707,10,0.2973196626705651,0.009935910012187401,10,114.77612495422363,1.0145547212723878,10,88.96383305999333,6.94139137594477,10,0.95090206185567,0.00840542557703608,10,0.0490979381443299,0.00840542557703606,10,0.95090206185567,0.00840542557703608,10,0.0,0.0,10,40775.0,0.0,10
failure,gru,ETTm1,mcar_p10,CoRA-StepAlloc,score_correlated,0.05,0.24827956532284484,0.0027815254620217975,10,0.4574230082795797,0.01735430991976874,10,0.16446486747348693,0.0018333480468510728,10,0.29884957863266703,0.009933426154973701,10,114.76057052612305,1.064591744696858,10,89.11409258000204,7.044231686282394,10,0.9507731958762887,0.008819974410797682,10,0.04974871134020619,0.00885074931342806,10,0.9502512886597938,0.008850749313428077,10,0.0,0.0,10,40775.0,0.0,10
failure,gru,ETTm1,mcar_p10,Random,score_correlated,0.05,0.24810405553896436,0.0024137142148232915,10,0.4662139309973373,0.014369973951555513,10,0.16425542505735355,0.001599548762644368,10,0.30260129285250076,0.010527756958441077,10,115.07165908813477,1.3376406237258844,10,89.64492251001066,7.2794146117141105,10,0.9533505154639176,0.01108214123477465,10,0.04664948453608246,0.01108214123477464,10,0.9533505154639176,0.01108214123477465,10,0.0,0.0,10,40775.0,0.0,10
failure,gru,ETTm1,mcar_p10,CoRA-Core,score_correlated,0.1,0.2485732288578557,0.003656604351032426,10,0.45679159409301084,0.018597089222064128,10,0.1648484794942392,0.0026250066955244384,10,0.299103031904961,0.011466404217287899,10,108.24326515197754,1.7589422793161322,10,84.38251596000046,6.657410300642059,10,0.8967783505154638,0.014572558890221299,10,0.10322164948453608,0.0145725588902213,10,0.8967783505154638,0.014572558890221299,10,0.0,0.0,10,40775.0,0.0,10
failure,gru,ETTm1,mcar_p10,CoRA-StepAlloc,score_correlated,0.1,0.24883200451675647,0.0037048256689069087,10,0.46064636378643825,0.018458622360809914,10,0.1649386836709602,0.0027187460432592614,10,0.3005017473722763,0.01126327182020629,10,108.24326515197754,1.7327660829394864,10,84.31239352999837,6.521631701694858,10,0.8967783505154638,0.01435569323879755,10,0.1042783505154639,0.014451521454475626,10,0.895721649484536,0.014451521454475624,10,0.0,0.0,10,40775.0,0.0,10
failure,gru,ETTm1,mcar_p10,Random,score_correlated,0.1,0.24802517018893983,0.003583975494197362,10,0.4676459592057058,0.019406287163682052,10,0.16420361943665204,0.002433591318963717,10,0.30258104131497293,0.011323317004040304,10,107.93217658996582,1.5887020742565285,10,83.99407934000483,6.951357031654193,10,0.894201030927835,0.01316214568741913,10,0.10579896907216495,0.013162145687419123,10,0.894201030927835,0.01316214568741913,10,0.0,0.0,10,40775.0,0.0,10
failure,gru,ETTm1,mcar_p10,CoRA-Core,score_correlated,0.2,0.24899997451177303,0.0029803650741745792,10,0.4622842731676339,0.020657897443017083,10,0.16500093244505565,0.002227656942047847,10,0.2993187441938704,0.009431774183346993,10,95.61306953430176,1.504577720975099,10,74.44045707999612,5.430350457958888,10,0.7921391752577319,0.01246518871122316,10,0.20786082474226805,0.012465188711223157,10,0.7921391752577319,0.01246518871122316,10,0.0,0.0,10,40775.0,0.0,10
failure,gru,ETTm1,mcar_p10,CoRA-StepAlloc,score_correlated,0.2,0.24933100757113297,0.002992884539759187,10,0.46551649279085316,0.020788555896947045,10,0.1651500550818449,0.0021356481470841235,10,0.30100662853502796,0.009273120062419076,10,95.70639610290527,1.509928298747011,10,74.3032837600098,5.347310866482281,10,0.7929123711340207,0.01250951740272986,10,0.2094458762886598,0.01283783011598498,10,0.7905541237113403,0.012837830115984966,10,0.0,0.0,10,40775.0,0.0,10
failure,gru,ETTm1,mcar_p10,Random,score_correlated,0.2,0.2487711559874572,0.0022577750644806444,10,0.46493607989238805,0.01591551965680421,10,0.16487882398749093,0.0016565780723588313,10,0.3007616075112124,0.008060024575502726,10,95.76861381530762,1.39132695322562,10,74.61185253000585,5.94528652513797,10,0.7934278350515463,0.01152692399281881,10,0.20657216494845362,0.011526923992818806,10,0.7934278350515463,0.01152692399281881,10,0.0,0.0,10,40775.0,0.0,10
failure,gru,ETTm1,mcar_p10,CoRA-Core,uniform,0.05,0.2483702836778569,0.0030670920712044967,10,0.45458549080724764,0.01747269068658349,10,0.16454580460929313,0.002289533161542554,10,0.29784883016866937,0.010243411322159487,10,114.85389709472656,0.9978569397677792,10,90.62527123999898,7.645830267715097,10,0.9515463917525773,0.008267087095339814,10,0.048453608247422675,0.0082670870953398,10,0.9515463917525773,0.008267087095339814,10,0.0,0.0,10,40775.0,0.0,10
failure,gru,ETTm1,mcar_p10,CoRA-StepAlloc,uniform,0.05,0.2483622023936804,0.0031500348138359387,10,0.45885822784072416,0.01784081665008717,10,0.16442691463281806,0.0023721434671638885,10,0.29969036070579735,0.010237490438613231,10,114.83834266662598,1.0422627540970537,10,90.18064626998967,7.837456171916777,10,0.9514175257731958,0.008634982251418032,10,0.04866623711340205,0.008981672697632477,10,0.951333762886598,0.008981672697632493,10,0.0,0.0,10,40775.0,0.0,10
failure,gru,ETTm1,mcar_p10,Random,uniform,0.05,0.24808240568362727,0.0030368727073404617,10,0.4682534564296478,0.015415260107946785,10,0.16405890013276503,0.0019680171485104807,10,0.3032241844389135,0.010787826879637476,10,114.93166923522949,1.003900136427689,10,90.7947381799866,7.6276186595533995,10,0.9521907216494846,0.008317154024907262,10,0.04780927835051546,0.008317154024907245,10,0.9521907216494846,0.008317154024907262,10,0.0,0.0,10,40775.0,0.0,10
failure,gru,ETTm1,mcar_p10,CoRA-Core,uniform,0.1,0.24871235756013324,0.0027785491570080636,10,0.45409412459538867,0.020839821277568785,10,0.16495356830422642,0.0019488294406369696,10,0.2985259759867719,0.012512750532219511,10,107.90106773376465,1.2616251084165733,10,84.30126950999838,8.16674281701128,10,0.8939432989690721,0.01045236470006872,10,0.10605670103092783,0.010452364700068714,10,0.8939432989690721,0.01045236470006872,10,0.0,0.0,10,40775.0,0.0,10
